web-scraper-order,web-scraper-start-url,filme,filme-href,a_titulo,a_titulo_original,a_avaliacao,a_capa-src,a_txt_generos,a_ano,a_tipo
"1676315698-456","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Eles Vivem","https://www.imdb.com/title/tt0096256/?ref_=kw_li_tt","Eles Vivem","Eles Vivem","7,2","https://m.media-amazon.com/images/M/MV5BODNhMmE3ODUtYjg3NS00ZmNiLThkNWYtNWM2ZDliZWIwMTk5XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UY281_CR4,0,190,281_.jpg","Terror","1988","19881988"
"1676315698-457","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Eles Vivem","https://www.imdb.com/title/tt0096256/?ref_=kw_li_tt","Eles Vivem","Eles Vivem","7,2","https://m.media-amazon.com/images/M/MV5BODNhMmE3ODUtYjg3NS00ZmNiLThkNWYtNWM2ZDliZWIwMTk5XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UY281_CR4,0,190,281_.jpg","Ficção científica","1988","19881988"
"1676315703-458","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Um Lugar Silencioso: Parte II","https://www.imdb.com/title/tt8332922/?ref_=kw_li_tt","Um Lugar Silencioso: Parte II","Um Lugar Silencioso: Parte II","7,2","https://m.media-amazon.com/images/M/MV5BMTE2ODU4NDEtNmRjNS00OTk1LTg4NmMtNTAzYzVlNzJmYjgzXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama","2020","20202020"
"1676315703-459","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Um Lugar Silencioso: Parte II","https://www.imdb.com/title/tt8332922/?ref_=kw_li_tt","Um Lugar Silencioso: Parte II","Um Lugar Silencioso: Parte II","7,2","https://m.media-amazon.com/images/M/MV5BMTE2ODU4NDEtNmRjNS00OTk1LTg4NmMtNTAzYzVlNzJmYjgzXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Terror","2020","20202020"
"1676315703-460","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Um Lugar Silencioso: Parte II","https://www.imdb.com/title/tt8332922/?ref_=kw_li_tt","Um Lugar Silencioso: Parte II","Um Lugar Silencioso: Parte II","7,2","https://m.media-amazon.com/images/M/MV5BMTE2ODU4NDEtNmRjNS00OTk1LTg4NmMtNTAzYzVlNzJmYjgzXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2020","20202020"
"1676315708-461","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasores de Corpos","https://www.imdb.com/title/tt0077745/?ref_=kw_li_tt","Invasores de Corpos","Invasores de Corpos","7,4","https://m.media-amazon.com/images/M/MV5BMTkzY2Y3ZTMtYTg4Yy00OTNjLTlkNjctMGVlZDMwZWIxMzA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,7,190,281_.jpg","Terror","1978","19781978"
"1676315708-462","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasores de Corpos","https://www.imdb.com/title/tt0077745/?ref_=kw_li_tt","Invasores de Corpos","Invasores de Corpos","7,4","https://m.media-amazon.com/images/M/MV5BMTkzY2Y3ZTMtYTg4Yy00OTNjLTlkNjctMGVlZDMwZWIxMzA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,7,190,281_.jpg","Ficção científica","1978","19781978"
"1676315713-463","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Desafio dos Super Amigos","https://www.imdb.com/title/tt0076994/?ref_=kw_li_tt","O Desafio dos Super Amigos","O Desafio dos Super Amigos","7,5","https://m.media-amazon.com/images/M/MV5BNjcwODE3MjItY2UwMy00NzdiLTkxMjktMzY3ODZiMTM5NGEzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR11,0,190,281_.jpg","Animação","1978","Série de TV"
"1676315713-464","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Desafio dos Super Amigos","https://www.imdb.com/title/tt0076994/?ref_=kw_li_tt","O Desafio dos Super Amigos","O Desafio dos Super Amigos","7,5","https://m.media-amazon.com/images/M/MV5BNjcwODE3MjItY2UwMy00NzdiLTkxMjktMzY3ODZiMTM5NGEzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR11,0,190,281_.jpg","Ação","1978","Série de TV"
"1676315713-465","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Desafio dos Super Amigos","https://www.imdb.com/title/tt0076994/?ref_=kw_li_tt","O Desafio dos Super Amigos","O Desafio dos Super Amigos","7,5","https://m.media-amazon.com/images/M/MV5BNjcwODE3MjItY2UwMy00NzdiLTkxMjktMzY3ODZiMTM5NGEzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR11,0,190,281_.jpg","Família","1978","Série de TV"
"1676315719-466","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Martian 2","https://www.imdb.com/title/tt1989564/?ref_=kw_li_tt","Martian 2","Martian 2","7,5","https://m.media-amazon.com/images/M/MV5BMTM0OTQ5NjAzMF5BMl5BanBnXkFtZTcwMzU3MjkxNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animação","2011","Vídeo"
"1676315719-467","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Martian 2","https://www.imdb.com/title/tt1989564/?ref_=kw_li_tt","Martian 2","Martian 2","7,5","https://m.media-amazon.com/images/M/MV5BMTM0OTQ5NjAzMF5BMl5BanBnXkFtZTcwMzU3MjkxNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Curta-Metragem","2011","Vídeo"
"1676315719-468","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Martian 2","https://www.imdb.com/title/tt1989564/?ref_=kw_li_tt","Martian 2","Martian 2","7,5","https://m.media-amazon.com/images/M/MV5BMTM0OTQ5NjAzMF5BMl5BanBnXkFtZTcwMzU3MjkxNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2011","Vídeo"
"1676315724-469","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasores do Espaço","https://www.imdb.com/title/tt0294282/?ref_=kw_li_tt","Invasores do Espaço","Invasores do Espaço","7,5","https://m.media-amazon.com/images/M/MV5BYjkwMTliMDUtMDcyOS00YTdkLWIyMzktMTMzZTJmMWRlYTg5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ação","1978","Videogame"
"1676315724-470","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasores do Espaço","https://www.imdb.com/title/tt0294282/?ref_=kw_li_tt","Invasores do Espaço","Invasores do Espaço","7,5","https://m.media-amazon.com/images/M/MV5BYjkwMTliMDUtMDcyOS00YTdkLWIyMzktMTMzZTJmMWRlYTg5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ficção científica","1978","Videogame"
"1676315732-471","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Um Lugar Silencioso","https://www.imdb.com/title/tt6644200/?ref_=kw_li_tt","Um Lugar Silencioso","Um Lugar Silencioso","7,5","https://m.media-amazon.com/images/M/MV5BM2QzMzJmNWUtMDBkMS00YjQ2LWFmMzEtMmIzZjU2MzcxMDA3XkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_QL75_UY281_CR3,0,190,281_.jpg","Drama","2018","20182018"
"1676315732-472","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Um Lugar Silencioso","https://www.imdb.com/title/tt6644200/?ref_=kw_li_tt","Um Lugar Silencioso","Um Lugar Silencioso","7,5","https://m.media-amazon.com/images/M/MV5BM2QzMzJmNWUtMDBkMS00YjQ2LWFmMzEtMmIzZjU2MzcxMDA3XkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_QL75_UY281_CR3,0,190,281_.jpg","Terror","2018","20182018"
"1676315732-473","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Um Lugar Silencioso","https://www.imdb.com/title/tt6644200/?ref_=kw_li_tt","Um Lugar Silencioso","Um Lugar Silencioso","7,5","https://m.media-amazon.com/images/M/MV5BM2QzMzJmNWUtMDBkMS00YjQ2LWFmMzEtMmIzZjU2MzcxMDA3XkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_QL75_UY281_CR3,0,190,281_.jpg","Ficção científica","2018","20182018"
"1676315751-474","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Tarzan, o Rei da Selva","https://www.imdb.com/title/tt0149533/?ref_=kw_li_tt","Tarzan, o Rei da Selva","Tarzan, o Rei da Selva","7,7","https://m.media-amazon.com/images/M/MV5BMmYxZjM5M2QtMTM0Yy00YTgzLThiOGYtNjBmNTM2MjhkZGQ1XkEyXkFqcGdeQXVyMzYyODU2NTU@._V1_QL75_UY281_CR11,0,190,281_.jpg","Animação","1976–1978","Série de TV"
"1676315751-475","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Tarzan, o Rei da Selva","https://www.imdb.com/title/tt0149533/?ref_=kw_li_tt","Tarzan, o Rei da Selva","Tarzan, o Rei da Selva","7,7","https://m.media-amazon.com/images/M/MV5BMmYxZjM5M2QtMTM0Yy00YTgzLThiOGYtNjBmNTM2MjhkZGQ1XkEyXkFqcGdeQXVyMzYyODU2NTU@._V1_QL75_UY281_CR11,0,190,281_.jpg","Ação","1976–1978","Série de TV"
"1676315751-476","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Tarzan, o Rei da Selva","https://www.imdb.com/title/tt0149533/?ref_=kw_li_tt","Tarzan, o Rei da Selva","Tarzan, o Rei da Selva","7,7","https://m.media-amazon.com/images/M/MV5BMmYxZjM5M2QtMTM0Yy00YTgzLThiOGYtNjBmNTM2MjhkZGQ1XkEyXkFqcGdeQXVyMzYyODU2NTU@._V1_QL75_UY281_CR11,0,190,281_.jpg","Aventura","1976–1978","Série de TV"
"1676315757-477","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","10 + ½ + 1 = Making of 11½","https://www.imdb.com/title/tt1601933/?ref_=kw_li_tt","10 + ½ + 1 = Making of 11½","10 + ½ + 1 = Making of 11½","7,6","https://m.media-amazon.com/images/M/MV5BMTkwMzYwMzc0OF5BMl5BanBnXkFtZTcwNTQwMjkxNA@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Documentário","2010","20102010"
"1676315757-478","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","10 + ½ + 1 = Making of 11½","https://www.imdb.com/title/tt1601933/?ref_=kw_li_tt","10 + ½ + 1 = Making of 11½","10 + ½ + 1 = Making of 11½","7,6","https://m.media-amazon.com/images/M/MV5BMTkwMzYwMzc0OF5BMl5BanBnXkFtZTcwNTQwMjkxNA@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Curta-Metragem","2010","20102010"
"1676315757-479","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","10 + ½ + 1 = Making of 11½","https://www.imdb.com/title/tt1601933/?ref_=kw_li_tt","10 + ½ + 1 = Making of 11½","10 + ½ + 1 = Making of 11½","7,6","https://m.media-amazon.com/images/M/MV5BMTkwMzYwMzc0OF5BMl5BanBnXkFtZTcwNTQwMjkxNA@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ação","2010","20102010"
"1676315761-480","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasão América","https://www.imdb.com/title/tt0161718/?ref_=kw_li_tt","Invasão América","Invasão América","7,6","https://m.media-amazon.com/images/M/MV5BOTFkNjRmZjUtODBhMC00YjE0LWEyMDQtNDdmNjcyOWI1Mjk3XkEyXkFqcGdeQXVyMTA1OTEwNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg","Animação","1998","Série de TV"
"1676315761-481","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasão América","https://www.imdb.com/title/tt0161718/?ref_=kw_li_tt","Invasão América","Invasão América","7,6","https://m.media-amazon.com/images/M/MV5BOTFkNjRmZjUtODBhMC00YjE0LWEyMDQtNDdmNjcyOWI1Mjk3XkEyXkFqcGdeQXVyMTA1OTEwNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg","Curta-Metragem","1998","Série de TV"
"1676315761-482","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Invasão América","https://www.imdb.com/title/tt0161718/?ref_=kw_li_tt","Invasão América","Invasão América","7,6","https://m.media-amazon.com/images/M/MV5BOTFkNjRmZjUtODBhMC00YjE0LWEyMDQtNDdmNjcyOWI1Mjk3XkEyXkFqcGdeQXVyMTA1OTEwNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ação","1998","Série de TV"
"1676315769-483","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Dark Skies","https://www.imdb.com/title/tt0115151/?ref_=kw_li_tt","Dark Skies","Dark Skies","7,6","https://m.media-amazon.com/images/M/MV5BMzhiMjg3OWYtZjFjZS00M2ExLWJhYWMtZDljNWYzODRmNTYyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Aventura","1996–1997","Série de TV"
"1676315769-484","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Dark Skies","https://www.imdb.com/title/tt0115151/?ref_=kw_li_tt","Dark Skies","Dark Skies","7,6","https://m.media-amazon.com/images/M/MV5BMzhiMjg3OWYtZjFjZS00M2ExLWJhYWMtZDljNWYzODRmNTYyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Drama","1996–1997","Série de TV"
"1676315769-485","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Dark Skies","https://www.imdb.com/title/tt0115151/?ref_=kw_li_tt","Dark Skies","Dark Skies","7,6","https://m.media-amazon.com/images/M/MV5BMzhiMjg3OWYtZjFjZS00M2ExLWJhYWMtZDljNWYzODRmNTYyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Mistério","1996–1997","Série de TV"
"1676315774-486","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Superman II: The Richard Donner Cut","https://www.imdb.com/title/tt0839995/?ref_=kw_li_tt","Superman II: The Richard Donner Cut","Superman II: The Richard Donner Cut","7,6","https://m.media-amazon.com/images/M/MV5BZjg5ZWIzYjctYjFhMC00ZjI1LTkzZDktNmI2YTM5ZDk3MGY2XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","1980","19801980"
"1676315774-487","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Superman II: The Richard Donner Cut","https://www.imdb.com/title/tt0839995/?ref_=kw_li_tt","Superman II: The Richard Donner Cut","Superman II: The Richard Donner Cut","7,6","https://m.media-amazon.com/images/M/MV5BZjg5ZWIzYjctYjFhMC00ZjI1LTkzZDktNmI2YTM5ZDk3MGY2XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Aventura","1980","19801980"
"1676315774-488","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Superman II: The Richard Donner Cut","https://www.imdb.com/title/tt0839995/?ref_=kw_li_tt","Superman II: The Richard Donner Cut","Superman II: The Richard Donner Cut","7,6","https://m.media-amazon.com/images/M/MV5BZjg5ZWIzYjctYjFhMC00ZjI1LTkzZDktNmI2YTM5ZDk3MGY2XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Romance","1980","19801980"
"1676315779-489","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Jornada nas Estrelas: Primeiro Contato","https://www.imdb.com/title/tt0117731/?ref_=kw_li_tt","Jornada nas Estrelas: Primeiro Contato","Jornada nas Estrelas: Primeiro Contato","7,6","https://m.media-amazon.com/images/M/MV5BYzMzZmE3MTItODYzYy00YWI5LWFkNWMtZTY5NmU2MDkxYWI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg","Ação","1996","19961996"
"1676315779-490","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Jornada nas Estrelas: Primeiro Contato","https://www.imdb.com/title/tt0117731/?ref_=kw_li_tt","Jornada nas Estrelas: Primeiro Contato","Jornada nas Estrelas: Primeiro Contato","7,6","https://m.media-amazon.com/images/M/MV5BYzMzZmE3MTItODYzYy00YWI5LWFkNWMtZTY5NmU2MDkxYWI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg","Aventura","1996","19961996"
"1676315779-491","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Jornada nas Estrelas: Primeiro Contato","https://www.imdb.com/title/tt0117731/?ref_=kw_li_tt","Jornada nas Estrelas: Primeiro Contato","Jornada nas Estrelas: Primeiro Contato","7,6","https://m.media-amazon.com/images/M/MV5BYzMzZmE3MTItODYzYy00YWI5LWFkNWMtZTY5NmU2MDkxYWI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg","Drama","1996","19961996"
"1676315783-492","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Quinto Elemento","https://www.imdb.com/title/tt0119116/?ref_=kw_li_tt","O Quinto Elemento","O Quinto Elemento","7,6","https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR3,0,190,281_.jpg","Ação","1997","19971997"
"1676315783-493","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Quinto Elemento","https://www.imdb.com/title/tt0119116/?ref_=kw_li_tt","O Quinto Elemento","O Quinto Elemento","7,6","https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR3,0,190,281_.jpg","Aventura","1997","19971997"
"1676315783-494","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Quinto Elemento","https://www.imdb.com/title/tt0119116/?ref_=kw_li_tt","O Quinto Elemento","O Quinto Elemento","7,6","https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR3,0,190,281_.jpg","Ficção científica","1997","19971997"
"1676315787-495","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Destroy All Humans!","https://www.imdb.com/title/tt0433547/?ref_=kw_li_tt","Destroy All Humans!","Destroy All Humans!","7,7","https://m.media-amazon.com/images/M/MV5BYmE2N2MwMjItZTQ5OC00ZTc0LWIwMTAtMjRmZGYwNGExYmMzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","2005","Videogame"
"1676315787-496","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Destroy All Humans!","https://www.imdb.com/title/tt0433547/?ref_=kw_li_tt","Destroy All Humans!","Destroy All Humans!","7,7","https://m.media-amazon.com/images/M/MV5BYmE2N2MwMjItZTQ5OC00ZTc0LWIwMTAtMjRmZGYwNGExYmMzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg","Aventura","2005","Videogame"
"1676315787-497","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Destroy All Humans!","https://www.imdb.com/title/tt0433547/?ref_=kw_li_tt","Destroy All Humans!","Destroy All Humans!","7,7","https://m.media-amazon.com/images/M/MV5BYmE2N2MwMjItZTQ5OC00ZTc0LWIwMTAtMjRmZGYwNGExYmMzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg","Comédia","2005","Videogame"
"1676315791-498","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Vampiros de Almas","https://www.imdb.com/title/tt0049366/?ref_=kw_li_tt","Vampiros de Almas","Vampiros de Almas","7,7","https://m.media-amazon.com/images/M/MV5BYTMyMTUzMDItNTM0Yy00NmViLWE1ZWYtMTU1YWZjMjc4NDlkXkEyXkFqcGdeQXVyMTE2OTczNjU4._V1_QL75_UX190_CR0,2,190,281_.jpg","Drama","1956","19561956"
"1676315791-499","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Vampiros de Almas","https://www.imdb.com/title/tt0049366/?ref_=kw_li_tt","Vampiros de Almas","Vampiros de Almas","7,7","https://m.media-amazon.com/images/M/MV5BYTMyMTUzMDItNTM0Yy00NmViLWE1ZWYtMTU1YWZjMjc4NDlkXkEyXkFqcGdeQXVyMTE2OTczNjU4._V1_QL75_UX190_CR0,2,190,281_.jpg","Terror","1956","19561956"
"1676315791-500","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Vampiros de Almas","https://www.imdb.com/title/tt0049366/?ref_=kw_li_tt","Vampiros de Almas","Vampiros de Almas","7,7","https://m.media-amazon.com/images/M/MV5BYTMyMTUzMDItNTM0Yy00NmViLWE1ZWYtMTU1YWZjMjc4NDlkXkEyXkFqcGdeQXVyMTE2OTczNjU4._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","1956","19561956"
"1676315796-501","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Dia em que a Terra Parou","https://www.imdb.com/title/tt0043456/?ref_=kw_li_tt","O Dia em que a Terra Parou","O Dia em que a Terra Parou","7,8","https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg","Drama","1951","19511951"
"1676315796-502","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","O Dia em que a Terra Parou","https://www.imdb.com/title/tt0043456/?ref_=kw_li_tt","O Dia em que a Terra Parou","O Dia em que a Terra Parou","7,8","https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg","Ficção científica","1951","19511951"
"1676315800-503","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=1&sort=user_rating,desc","Alienígenas no Ataque","https://www.imdb.com/title/tt0085106/?ref_=kw_li_tt","Alienígenas no Ataque","Alienígenas no Ataque","7,8","https://m.media-amazon.com/images/M/MV5BMjM1Mzk1NjQyM15BMl5BanBnXkFtZTgwNjY2NDI1MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","1983","Minissérie de televisão"
