web-scraper-order,web-scraper-start-url,filme,filme-href,a_titulo,a_titulo_original,a_avaliacao,a_capa-src,a_txt_generos,a_ano,a_tipo
"1676315428-308","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: A Vingança dos Derrotados","https://www.imdb.com/title/tt1055369/?ref_=kw_li_tt","Transformers: A Vingança dos Derrotados","Transformers: A Vingança dos Derrotados","5,9","https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2009","20092009"
"1676315428-309","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: A Vingança dos Derrotados","https://www.imdb.com/title/tt1055369/?ref_=kw_li_tt","Transformers: A Vingança dos Derrotados","Transformers: A Vingança dos Derrotados","5,9","https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2009","20092009"
"1676315432-310","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Rebelião","https://www.imdb.com/title/tt5968394/?ref_=kw_li_tt","A Rebelião","A Rebelião","6,0","https://m.media-amazon.com/images/M/MV5BM2U3NGIwZmUtY2UyYS00YWRiLWIyNTctMGEzYjlhMjZiZDAxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UY281_CR1,0,190,281_.jpg","Ação","2019","20192019"
"1676315432-311","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Rebelião","https://www.imdb.com/title/tt5968394/?ref_=kw_li_tt","A Rebelião","A Rebelião","6,0","https://m.media-amazon.com/images/M/MV5BM2U3NGIwZmUtY2UyYS00YWRiLWIyNTctMGEzYjlhMjZiZDAxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UY281_CR1,0,190,281_.jpg","Terror","2019","20192019"
"1676315432-312","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Rebelião","https://www.imdb.com/title/tt5968394/?ref_=kw_li_tt","A Rebelião","A Rebelião","6,0","https://m.media-amazon.com/images/M/MV5BM2U3NGIwZmUtY2UyYS00YWRiLWIyNTctMGEzYjlhMjZiZDAxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UY281_CR1,0,190,281_.jpg","Ficção científica","2019","20192019"
"1676315438-313","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Cowboys & Aliens","https://www.imdb.com/title/tt0409847/?ref_=kw_li_tt","Cowboys & Aliens","Cowboys & Aliens","6,0","https://m.media-amazon.com/images/M/MV5BMjQ3ZTVmY2YtZWE1YS00MmFjLWE2ZmMtMmViMTQwOGExN2VhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","2011","20112011"
"1676315438-314","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Cowboys & Aliens","https://www.imdb.com/title/tt0409847/?ref_=kw_li_tt","Cowboys & Aliens","Cowboys & Aliens","6,0","https://m.media-amazon.com/images/M/MV5BMjQ3ZTVmY2YtZWE1YS00MmFjLWE2ZmMtMmViMTQwOGExN2VhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","2011","20112011"
"1676315438-315","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Cowboys & Aliens","https://www.imdb.com/title/tt0409847/?ref_=kw_li_tt","Cowboys & Aliens","Cowboys & Aliens","6,0","https://m.media-amazon.com/images/M/MV5BMjQ3ZTVmY2YtZWE1YS00MmFjLWE2ZmMtMmViMTQwOGExN2VhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg","Suspense","2011","20112011"
"1676315442-316","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invaders","https://www.imdb.com/title/tt1695341/?ref_=kw_li_tt","Invaders","Invaders","6,1","https://m.media-amazon.com/images/M/MV5BMjA4MzUyNjAyN15BMl5BanBnXkFtZTcwNjE4NjI3Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Curta-Metragem","2010","20102010"
"1676315442-317","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invaders","https://www.imdb.com/title/tt1695341/?ref_=kw_li_tt","Invaders","Invaders","6,1","https://m.media-amazon.com/images/M/MV5BMjA4MzUyNjAyN15BMl5BanBnXkFtZTcwNjE4NjI3Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2010","20102010"
"1676315442-318","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Invaders","https://www.imdb.com/title/tt1695341/?ref_=kw_li_tt","Invaders","Invaders","6,1","https://m.media-amazon.com/images/M/MV5BMjA4MzUyNjAyN15BMl5BanBnXkFtZTcwNjE4NjI3Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Terror","2010","20102010"
"1676315447-319","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Antes que Tudo Desapareça","https://www.imdb.com/title/tt5999530/?ref_=kw_li_tt","Antes que Tudo Desapareça","Antes que Tudo Desapareça","6,1","https://m.media-amazon.com/images/M/MV5BZTgwMjJkMjYtYTZiZC00OGNiLWE4YjYtZDkyMjdjNmJlM2Y4XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR5,0,190,281_.jpg","Drama","2017","20172017"
"1676315447-320","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Antes que Tudo Desapareça","https://www.imdb.com/title/tt5999530/?ref_=kw_li_tt","Antes que Tudo Desapareça","Antes que Tudo Desapareça","6,1","https://m.media-amazon.com/images/M/MV5BZTgwMjJkMjYtYTZiZC00OGNiLWE4YjYtZDkyMjdjNmJlM2Y4XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR5,0,190,281_.jpg","Ficção científica","2017","20172017"
"1676315452-321","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Tracker","https://www.imdb.com/title/tt0292858/?ref_=kw_li_tt","Tracker","Tracker","6,1","https://m.media-amazon.com/images/M/MV5BYWVjNjQ3NGEtZTZhYi00ZTgwLTliNjctYzQwYWRhNTMxZDhkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR14,0,190,281_.jpg","Ação","2001–2002","Série de TV"
"1676315452-322","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Tracker","https://www.imdb.com/title/tt0292858/?ref_=kw_li_tt","Tracker","Tracker","6,1","https://m.media-amazon.com/images/M/MV5BYWVjNjQ3NGEtZTZhYi00ZTgwLTliNjctYzQwYWRhNTMxZDhkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR14,0,190,281_.jpg","Ficção científica","2001–2002","Série de TV"
"1676315452-323","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Tracker","https://www.imdb.com/title/tt0292858/?ref_=kw_li_tt","Tracker","Tracker","6,1","https://m.media-amazon.com/images/M/MV5BYWVjNjQ3NGEtZTZhYi00ZTgwLTliNjctYzQwYWRhNTMxZDhkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR14,0,190,281_.jpg","Drama","2001–2002","Série de TV"
"1676315459-324","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Criaturas","https://www.imdb.com/title/tt0090887/?ref_=kw_li_tt","Criaturas","Criaturas","6,1","https://m.media-amazon.com/images/M/MV5BZDQzOTkyZGEtY2IzZC00NjE5LWI5NzUtM2JmNTJkYmFjZmFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Comédia","1986","19861986"
"1676315459-325","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Criaturas","https://www.imdb.com/title/tt0090887/?ref_=kw_li_tt","Criaturas","Criaturas","6,1","https://m.media-amazon.com/images/M/MV5BZDQzOTkyZGEtY2IzZC00NjE5LWI5NzUtM2JmNTJkYmFjZmFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Terror","1986","19861986"
"1676315459-326","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Criaturas","https://www.imdb.com/title/tt0090887/?ref_=kw_li_tt","Criaturas","Criaturas","6,1","https://m.media-amazon.com/images/M/MV5BZDQzOTkyZGEtY2IzZC00NjE5LWI5NzUtM2JmNTJkYmFjZmFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Ficção científica","1986","19861986"
"1676315463-327","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Evolução","https://www.imdb.com/title/tt0251075/?ref_=kw_li_tt","Evolução","Evolução","6,1","https://m.media-amazon.com/images/M/MV5BZTU3YjhjZmItNzBjNi00YWVjLWE0ZGQtNGY1NTFmMDczMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comédia","2001","20012001"
"1676315463-328","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Evolução","https://www.imdb.com/title/tt0251075/?ref_=kw_li_tt","Evolução","Evolução","6,1","https://m.media-amazon.com/images/M/MV5BZTU3YjhjZmItNzBjNi00YWVjLWE0ZGQtNGY1NTFmMDczMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","2001","20012001"
"1676315468-329","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Força Sinistra","https://www.imdb.com/title/tt0089489/?ref_=kw_li_tt","Força Sinistra","Força Sinistra","6,1","https://m.media-amazon.com/images/M/MV5BMTU4MTMxOTQyOV5BMl5BanBnXkFtZTcwMzU1NDk0NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ação","1985","19851985"
"1676315468-330","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Força Sinistra","https://www.imdb.com/title/tt0089489/?ref_=kw_li_tt","Força Sinistra","Força Sinistra","6,1","https://m.media-amazon.com/images/M/MV5BMTU4MTMxOTQyOV5BMl5BanBnXkFtZTcwMzU1NDk0NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Terror","1985","19851985"
"1676315468-331","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Força Sinistra","https://www.imdb.com/title/tt0089489/?ref_=kw_li_tt","Força Sinistra","Força Sinistra","6,1","https://m.media-amazon.com/images/M/MV5BMTU4MTMxOTQyOV5BMl5BanBnXkFtZTcwMzU1NDk0NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Mistério","1985","19851985"
"1676315479-332","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","MIB: Homens de Preto II","https://www.imdb.com/title/tt0120912/?ref_=kw_li_tt","MIB: Homens de Preto II","MIB: Homens de Preto II","6,1","https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_QL75_UX190_CR0,0,190,281_.jpg","Ação","2002","20022002"
"1676315479-333","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","MIB: Homens de Preto II","https://www.imdb.com/title/tt0120912/?ref_=kw_li_tt","MIB: Homens de Preto II","MIB: Homens de Preto II","6,1","https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_QL75_UX190_CR0,0,190,281_.jpg","Aventura","2002","20022002"
"1676315479-334","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","MIB: Homens de Preto II","https://www.imdb.com/title/tt0120912/?ref_=kw_li_tt","MIB: Homens de Preto II","MIB: Homens de Preto II","6,1","https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_QL75_UX190_CR0,0,190,281_.jpg","Comédia","2002","20022002"
"1676315484-335","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Liga da Justiça","https://www.imdb.com/title/tt0974015/?ref_=kw_li_tt","Liga da Justiça","Liga da Justiça","6,1","https://m.media-amazon.com/images/M/MV5BNTBkMGQ5YzYtZWI0Ni00M2JhLTg5YmEtNjZmN2E4ZWFhNGYyXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX190_CR0,6,190,281_.jpg","Ação","2017","20172017"
"1676315484-336","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Liga da Justiça","https://www.imdb.com/title/tt0974015/?ref_=kw_li_tt","Liga da Justiça","Liga da Justiça","6,1","https://m.media-amazon.com/images/M/MV5BNTBkMGQ5YzYtZWI0Ni00M2JhLTg5YmEtNjZmN2E4ZWFhNGYyXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX190_CR0,6,190,281_.jpg","Aventura","2017","20172017"
"1676315484-337","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Liga da Justiça","https://www.imdb.com/title/tt0974015/?ref_=kw_li_tt","Liga da Justiça","Liga da Justiça","6,1","https://m.media-amazon.com/images/M/MV5BNTBkMGQ5YzYtZWI0Ni00M2JhLTg5YmEtNjZmN2E4ZWFhNGYyXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX190_CR0,6,190,281_.jpg","Fantasia","2017","20172017"
"1676315488-338","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Tethers","https://www.imdb.com/title/tt6274160/?ref_=kw_li_tt","Tethers","Tethers","6,2","https://m.media-amazon.com/images/M/MV5BMWMyNjcyYmYtZmRkZi00NTQyLTkzOGItNmM0MWJhNTQ3Zjk1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg","Curta-Metragem","2016","20162016"
"1676315488-339","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Tethers","https://www.imdb.com/title/tt6274160/?ref_=kw_li_tt","Tethers","Tethers","6,2","https://m.media-amazon.com/images/M/MV5BMWMyNjcyYmYtZmRkZi00NTQyLTkzOGItNmM0MWJhNTQ3Zjk1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg","Ficção científica","2016","20162016"
"1676315494-340","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","O Gendarme e os Extra-Terrestres","https://www.imdb.com/title/tt0079200/?ref_=kw_li_tt","O Gendarme e os Extra-Terrestres","O Gendarme e os Extra-Terrestres","6,2","https://m.media-amazon.com/images/M/MV5BNTU2NDA4MWYtMTE3OS00OTcyLWE2NTAtZmViMjRjZTYwZDAyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR11,0,190,281_.jpg","Comédia","1979","19791979"
"1676315494-341","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","O Gendarme e os Extra-Terrestres","https://www.imdb.com/title/tt0079200/?ref_=kw_li_tt","O Gendarme e os Extra-Terrestres","O Gendarme e os Extra-Terrestres","6,2","https://m.media-amazon.com/images/M/MV5BNTU2NDA4MWYtMTE3OS00OTcyLWE2NTAtZmViMjRjZTYwZDAyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR11,0,190,281_.jpg","Policial","1979","19791979"
"1676315494-342","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","O Gendarme e os Extra-Terrestres","https://www.imdb.com/title/tt0079200/?ref_=kw_li_tt","O Gendarme e os Extra-Terrestres","O Gendarme e os Extra-Terrestres","6,2","https://m.media-amazon.com/images/M/MV5BNTU2NDA4MWYtMTE3OS00OTcyLWE2NTAtZmViMjRjZTYwZDAyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR11,0,190,281_.jpg","Ficção científica","1979","19791979"
"1676315498-343","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Trilogia do Terror","https://www.imdb.com/title/tt0106449/?ref_=kw_li_tt","Trilogia do Terror","Trilogia do Terror","6,2","https://m.media-amazon.com/images/M/MV5BZDcxZDFkYTMtZTZmNy00N2E5LWFjMTgtYTU5ODgwMDFiMmM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comédia","1993","Filme para televisão"
"1676315498-344","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Trilogia do Terror","https://www.imdb.com/title/tt0106449/?ref_=kw_li_tt","Trilogia do Terror","Trilogia do Terror","6,2","https://m.media-amazon.com/images/M/MV5BZDcxZDFkYTMtZTZmNy00N2E5LWFjMTgtYTU5ODgwMDFiMmM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Terror","1993","Filme para televisão"
"1676315498-345","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Trilogia do Terror","https://www.imdb.com/title/tt0106449/?ref_=kw_li_tt","Trilogia do Terror","Trilogia do Terror","6,2","https://m.media-amazon.com/images/M/MV5BZDcxZDFkYTMtZTZmNy00N2E5LWFjMTgtYTU5ODgwMDFiMmM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Ficção científica","1993","Filme para televisão"
"1676315503-346","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Os Invasores de Marte","https://www.imdb.com/title/tt0045917/?ref_=kw_li_tt","Os Invasores de Marte","Os Invasores de Marte","6,2","https://m.media-amazon.com/images/M/MV5BNTkwMjA5MzEtM2M5OC00MzZhLTg4ZDktNTgyMjI4NmFmOTY1XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_QL75_UY281_CR2,0,190,281_.jpg","Terror","1953","19531953"
"1676315503-347","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Os Invasores de Marte","https://www.imdb.com/title/tt0045917/?ref_=kw_li_tt","Os Invasores de Marte","Os Invasores de Marte","6,2","https://m.media-amazon.com/images/M/MV5BNTkwMjA5MzEtM2M5OC00MzZhLTg4ZDktNTgyMjI4NmFmOTY1XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_QL75_UY281_CR2,0,190,281_.jpg","Ficção científica","1953","19531953"
"1676315509-348","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Cor que Caiu do Espaço","https://www.imdb.com/title/tt5073642/?ref_=kw_li_tt","A Cor que Caiu do Espaço","A Cor que Caiu do Espaço","6,2","https://m.media-amazon.com/images/M/MV5BZjQ1YTM4M2UtMTQxNS00YjdjLTgwZGYtZTgzYmFiYjFkYzNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Terror","2019","20192019"
"1676315509-349","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Cor que Caiu do Espaço","https://www.imdb.com/title/tt5073642/?ref_=kw_li_tt","A Cor que Caiu do Espaço","A Cor que Caiu do Espaço","6,2","https://m.media-amazon.com/images/M/MV5BZjQ1YTM4M2UtMTQxNS00YjdjLTgwZGYtZTgzYmFiYjFkYzNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Mistério","2019","20192019"
"1676315509-350","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","A Cor que Caiu do Espaço","https://www.imdb.com/title/tt5073642/?ref_=kw_li_tt","A Cor que Caiu do Espaço","A Cor que Caiu do Espaço","6,2","https://m.media-amazon.com/images/M/MV5BZjQ1YTM4M2UtMTQxNS00YjdjLTgwZGYtZTgzYmFiYjFkYzNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ficção científica","2019","20192019"
"1676315515-351","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: O Lado Oculto da Lua","https://www.imdb.com/title/tt1399103/?ref_=kw_li_tt","Transformers: O Lado Oculto da Lua","Transformers: O Lado Oculto da Lua","6,2","https://m.media-amazon.com/images/M/MV5BNmNiNTRjZjYtNGUyZi00OWU3LWFjNmItM2Q2NjVmODEwMmM2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR6,0,190,281_.jpg","Ação","2011","20112011"
"1676315515-352","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: O Lado Oculto da Lua","https://www.imdb.com/title/tt1399103/?ref_=kw_li_tt","Transformers: O Lado Oculto da Lua","Transformers: O Lado Oculto da Lua","6,2","https://m.media-amazon.com/images/M/MV5BNmNiNTRjZjYtNGUyZi00OWU3LWFjNmItM2Q2NjVmODEwMmM2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR6,0,190,281_.jpg","Aventura","2011","20112011"
"1676315515-353","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Transformers: O Lado Oculto da Lua","https://www.imdb.com/title/tt1399103/?ref_=kw_li_tt","Transformers: O Lado Oculto da Lua","Transformers: O Lado Oculto da Lua","6,2","https://m.media-amazon.com/images/M/MV5BNmNiNTRjZjYtNGUyZi00OWU3LWFjNmItM2Q2NjVmODEwMmM2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR6,0,190,281_.jpg","Ficção científica","2011","20112011"
"1676315520-354","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Palhaços Assassinos do Espaço Sideral","https://www.imdb.com/title/tt0095444/?ref_=kw_li_tt","Palhaços Assassinos do Espaço Sideral","Palhaços Assassinos do Espaço Sideral","6,2","https://m.media-amazon.com/images/M/MV5BOGUwNTEwNTItYzJlNS00OTBlLWE3NzEtOWY1ZjUyY2YwMzcxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,11,190,281_.jpg","Comédia","1988","19881988"
"1676315520-355","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Palhaços Assassinos do Espaço Sideral","https://www.imdb.com/title/tt0095444/?ref_=kw_li_tt","Palhaços Assassinos do Espaço Sideral","Palhaços Assassinos do Espaço Sideral","6,2","https://m.media-amazon.com/images/M/MV5BOGUwNTEwNTItYzJlNS00OTBlLWE3NzEtOWY1ZjUyY2YwMzcxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,11,190,281_.jpg","Terror","1988","19881988"
"1676315520-356","https://www.imdb.com/search/keyword/?keywords=alien%2Cextraterrestrial%2Calien-invasion&ref_=kw_ref_key&mode=detail&page=2&sort=user_rating,desc","Palhaços Assassinos do Espaço Sideral","https://www.imdb.com/title/tt0095444/?ref_=kw_li_tt","Palhaços Assassinos do Espaço Sideral","Palhaços Assassinos do Espaço Sideral","6,2","https://m.media-amazon.com/images/M/MV5BOGUwNTEwNTItYzJlNS00OTBlLWE3NzEtOWY1ZjUyY2YwMzcxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,11,190,281_.jpg","Ficção científica","1988","19881988"
